10  0.028870	0.030859	0.026910	0.028879	0.030797	38.695652	2.276189e+02
20  0.026663	0.027116	0.022811	0.025530	0.026805	38.695652	2.276189e+02
30  0.024553	0.024940	0.026045	0.025179	0.027779	38.695652	2.276189e+02
40  0.021311	0.023699	0.023976	0.022995	0.023797	38.695652	2.276189e+02
50  0.022485	0.019801	0.025079	0.022455	0.025783	38.695652	2.276189e+02
60  0.023054	0.024751	0.021085	0.022964	0.025778	38.695652	2.276189e+02
70  0.021858	0.020639	0.021958	0.021485	0.024926	38.695652	2.276189e+02
90  0.021028	0.022109	0.021910	0.021682	0.025331	38.695652	2.276189e+02
100  0.022056	0.021183	0.021944	0.021728	0.023115	38.695652	2.276189e+02
